Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id,main_rating
123,4,386,75,16,101,45,405,19,5,31,4,28,5,1923,talk_id
12,76,9,25,15,118,5,43,3,11,24,150,57,93,1924,talk_id
8,13,13,85,45,295,70,94,7,18,76,3,117,11,1925,talk_id
105,27,19,385,336,25,186,88,319,39,103,15,22,35,1926,talk_id
5,7,33,37,3,224,11,95,7,5,60,3,147,31,1927,talk_id
79,1,155,220,17,215,501,399,34,10,67,3,87,9,1928,talk_id
528,11,40,214,403,7,189,309,97,7,33,16,8,2,1929,talk_id
33,13,71,188,12,813,211,156,18,22,82,7,223,51,1930,talk_id
50,10,141,31,4,160,32,204,6,9,21,16,78,54,1931,talk_id
70,5,50,21,23,106,22,86,7,2,37,4,68,26,1932,talk_id
432,18,44,506,79,431,228,700,36,48,115,25,210,66,1933,talk_id
80,12,364,109,12,291,11,406,33,7,50,8,133,31,1934,talk_id
29,28,22,130,343,190,227,317,6,14,116,13,58,52,1935,talk_id
58,7,35,204,9,486,113,615,23,33,164,3,192,32,1936,talk_id
136,5,624,214,6,168,1,471,127,3,26,12,89,3,1937,talk_id
20,22,59,84,8,505,20,170,27,46,70,33,173,67,1938,talk_id
85,16,38,1266,47,509,982,586,752,6,67,15,66,18,1939,talk_id
50,11,20,468,19,574,547,290,380,4,54,4,44,14,1940,talk_id
1600,62,8668,584,143,2356,190,5126,311,151,284,202,1919,180,1941,Courageous
152,11,23,429,41,465,215,572,87,19,205,10,42,17,1942,talk_id
312,7,360,241,9,333,30,740,63,12,48,11,317,25,1943,talk_id
967,13,262,203,26,154,202,1158,59,16,49,11,130,5,1944,talk_id
194,4,117,112,11,198,108,563,17,13,24,0,64,2,1945,talk_id
544,14,529,385,426,144,30,1417,51,13,56,5,94,5,1946,talk_id
93,9,46,142,15,226,43,198,7,5,142,6,98,23,1947,talk_id
66,2,106,243,32,181,40,333,77,3,19,1,12,4,1948,talk_id
40,10,150,112,39,333,11,307,17,33,81,26,172,31,1949,talk_id
150,4,614,45,14,122,8,570,27,7,23,2,76,3,1950,talk_id
66,9,87,72,34,894,32,357,46,17,131,11,376,33,1951,talk_id
992,46,293,439,678,546,158,3322,27,48,521,40,595,127,1952,Inspiring
195,16,8,318,701,349,316,336,28,4,77,2,96,7,1953,talk_id
16,39,19,199,16,699,47,113,52,13,176,8,248,61,1954,talk_id
82,8,32,264,28,142,80,153,78,2,21,0,2,6,1955,talk_id
28,3,240,24,12,152,9,110,39,11,22,0,27,5,1956,talk_id
122,9,302,115,10,57,16,525,16,20,52,16,102,6,1957,talk_id
592,16,104,677,718,281,716,1394,79,36,101,18,196,19,1958,talk_id
31,20,255,97,3,369,42,363,35,8,120,32,341,106,1959,talk_id
25,9,5,174,0,253,23,86,7,15,49,5,56,23,1960,talk_id
195,9,460,177,7,774,41,944,215,25,33,13,701,45,1961,talk_id
139,18,16,229,27,280,14,206,31,11,143,4,8,28,1962,talk_id
176,8,47,273,36,140,101,415,27,6,87,1,62,23,1963,talk_id
694,17,771,352,17,314,46,947,137,17,66,28,222,34,1964,talk_id
31,1,11,117,4,228,7,57,17,4,55,0,9,7,1965,talk_id
26,45,142,369,25,680,114,310,96,63,129,13,216,71,1966,talk_id
112,20,115,1187,599,638,514,444,770,17,111,7,60,16,1967,talk_id
110,10,10,389,865,529,68,171,19,44,133,39,51,17,1968,talk_id
160,16,708,122,9,711,34,922,99,27,97,24,326,90,1969,talk_id
37,19,73,160,15,547,44,181,15,25,48,39,296,177,1970,talk_id
39,4,6,532,17,210,389,435,378,14,28,6,16,1,1971,talk_id
814,53,31,221,35,3,104,253,37,11,99,21,11,25,1972,talk_id
90,14,8,238,5,267,166,211,96,12,36,1,27,4,1973,talk_id
233,0,153,276,13,32,7,255,29,3,80,1,22,6,1974,talk_id
322,7,9,404,11,456,58,100,35,5,90,6,74,17,1975,talk_id
1150,7,43,482,21,293,534,1058,215,6,71,16,52,12,1976,talk_id
141,12,13,407,727,563,138,315,26,34,132,25,196,19,1977,talk_id
401,13,306,64,1,80,10,230,71,9,41,13,50,34,1978,talk_id
96,15,97,244,4,62,31,238,145,15,10,9,5,14,1979,talk_id
107,11,24,71,48,212,300,202,9,16,83,7,68,17,1980,talk_id
59,12,77,118,12,161,42,202,11,28,45,11,147,28,1981,talk_id
426,33,761,2199,310,2479,359,1760,361,40,141,21,877,62,1982,Informative
381,3,359,402,41,22,18,593,140,13,51,10,14,12,1983,talk_id
124,1,226,86,19,198,26,697,21,26,46,0,284,12,1984,talk_id
328,31,279,310,174,551,57,1135,55,50,82,59,462,84,1985,talk_id
72,11,28,302,11,409,66,179,21,26,52,10,30,16,1986,talk_id
415,10,38,302,77,67,37,382,35,43,33,9,9,8,1987,talk_id
126,11,42,223,10,1797,102,722,27,8,201,5,412,84,1988,talk_id
158,14,6,313,92,398,74,148,57,23,42,0,68,21,1989,talk_id
178,15,38,181,98,444,93,597,12,62,146,8,139,34,1990,talk_id
14,13,265,145,10,481,12,5,223,2,39,20,96,63,1991,talk_id
386,7,677,270,31,179,34,1677,171,16,42,6,231,9,1992,talk_id
326,28,559,296,14,552,15,398,126,15,108,33,45,49,1993,talk_id
96,16,85,158,427,106,306,85,46,29,88,12,48,27,1994,talk_id
75,112,53,952,94,510,173,322,198,65,77,18,188,81,1995,talk_id
388,15,486,99,10,46,26,469,87,6,21,19,42,10,1996,talk_id
59,9,33,338,67,373,167,209,32,12,100,16,40,20,1997,talk_id
450,14,197,508,71,875,201,1588,60,20,68,6,483,24,1998,talk_id
264,10,67,299,7,981,37,289,22,33,78,16,313,75,1999,talk_id
10,46,83,25,0,150,11,50,21,9,57,18,55,36,2000,talk_id
697,7,10,371,9,6,53,352,311,20,84,4,2,10,2001,talk_id
226,18,356,129,175,100,31,613,13,13,29,31,116,44,2002,talk_id
53,18,7,148,396,190,94,191,4,61,134,26,66,28,2003,talk_id
21,22,82,248,8,996,46,260,124,54,70,33,436,37,2004,talk_id
92,13,16,430,39,568,161,182,85,14,61,1,105,18,2005,talk_id
129,4,276,239,3,373,115,703,67,18,40,2,214,31,2006,talk_id
258,9,465,96,21,688,6,556,102,19,58,16,417,16,2007,talk_id
297,21,69,188,14,369,9,383,14,48,105,12,38,28,2008,talk_id
160,14,129,34,19,85,5,269,22,14,43,31,26,34,2009,talk_id
20,25,7,251,44,253,82,58,34,9,77,3,22,22,2010,talk_id
320,3,454,61,16,126,3,504,43,4,20,8,97,4,2011,talk_id
2247,21,1112,1849,131,3734,488,4219,497,94,167,15,1897,106,2012,Inspiring
240,15,368,77,303,134,15,591,15,17,41,27,157,42,2013,talk_id
150,17,281,64,7,386,9,267,61,28,40,9,184,25,2014,talk_id
120,24,243,43,13,135,16,251,8,29,90,19,67,93,2015,talk_id
440,15,22,144,117,37,24,236,6,43,252,12,10,86,2016,talk_id
90,9,98,49,23,81,35,169,3,5,61,3,15,16,2017,talk_id
63,7,6,187,334,322,22,75,13,26,97,13,36,19,2018,talk_id
48,5,291,294,33,341,16,182,70,7,34,7,250,35,2019,talk_id
507,21,537,162,51,336,27,700,9,21,57,36,185,98,2020,talk_id
314,97,54,377,352,627,119,794,27,160,341,32,214,109,2021,talk_id
385,9,141,111,29,63,43,295,24,13,83,15,17,16,2022,talk_id
117,29,153,1334,176,1067,682,562,120,55,187,46,530,105,2023,talk_id
23,58,116,311,21,1082,90,129,35,31,248,63,492,171,2024,talk_id
39,22,363,241,493,397,53,257,18,27,91,67,92,86,2025,talk_id
19,7,98,35,20,24,82,88,9,19,39,11,5,22,2026,talk_id
8,1,26,105,16,222,92,64,24,0,44,3,14,27,2027,talk_id
326,8,437,145,407,213,24,633,14,3,28,6,24,1,2028,talk_id
208,24,4,284,18,378,102,181,17,66,200,9,47,56,2029,talk_id
24,7,24,564,5,362,124,189,88,11,35,6,52,13,2030,talk_id
7,16,55,63,16,470,9,23,28,36,134,13,127,94,2031,talk_id
169,45,7,293,170,37,104,147,26,14,96,26,9,36,2032,talk_id
132,24,19,559,18,436,114,137,91,28,63,7,59,21,2033,talk_id
7,1,38,21,5,236,10,37,9,3,46,2,73,9,2034,talk_id
8,6,9,91,13,183,42,31,8,7,64,14,36,17,2035,talk_id
196,31,85,288,72,314,135,673,26,68,62,6,358,42,2036,talk_id
67,0,4,237,9,264,24,162,39,8,43,1,18,4,2037,talk_id
147,6,113,38,13,112,8,294,10,12,117,11,70,12,2038,talk_id
39,20,73,601,170,1057,115,104,163,8,48,3,151,13,2039,talk_id
18,17,15,168,13,193,43,246,10,34,74,5,23,10,2040,talk_id
67,9,297,185,19,105,57,251,108,3,58,11,6,8,2041,talk_id
73,51,70,215,38,392,67,526,17,38,218,18,287,135,2042,talk_id
2462,29,1331,418,24,612,96,3028,78,74,131,15,409,29,2043,Inspiring
12,0,61,22,47,29,7,111,1,1,22,7,20,1,2044,talk_id
19,10,75,96,16,310,21,162,26,9,92,13,228,44,2045,talk_id
371,14,208,57,9,157,34,638,13,21,50,15,196,33,2046,talk_id
148,6,98,156,438,391,76,581,38,55,76,45,306,70,2047,talk_id
431,36,255,429,277,319,36,430,24,94,380,41,87,71,2048,talk_id
173,82,503,302,99,347,82,2684,73,127,258,31,597,85,2049,Inspiring
322,2,684,183,100,180,32,716,233,5,27,1,71,5,2050,talk_id
20,19,31,79,6,194,8,19,36,31,50,18,82,42,2051,talk_id
28,18,32,52,12,176,12,196,14,54,79,12,118,23,2052,talk_id
245,5,91,26,14,9,3,109,15,6,28,4,4,1,2053,talk_id
27,9,70,109,3,628,31,338,32,4,70,3,284,19,2054,talk_id
504,26,114,388,14,338,248,1128,39,32,66,13,273,30,2055,talk_id
337,6,77,163,12,188,5,318,28,2,18,9,131,3,2056,talk_id
367,4,608,254,9,126,19,1035,216,3,39,0,25,0,2057,talk_id
927,14,704,1118,277,932,525,4572,196,34,152,24,531,65,2058,Inspiring
33,16,44,29,6,291,20,69,19,20,51,20,137,44,2059,talk_id
14,11,11,174,5,316,76,143,23,19,47,8,79,20,2060,talk_id
209,17,22,478,9,267,266,368,180,12,29,20,21,10,2061,talk_id
185,45,48,1533,90,2265,176,658,134,27,144,6,413,19,2062,Informative
306,14,11,54,3,12,6,110,4,6,30,5,5,6,2063,talk_id
30,15,43,151,9,421,40,413,16,15,84,3,117,38,2064,talk_id
147,3,7,244,43,268,151,243,45,4,67,4,16,8,2065,talk_id
34,7,66,179,10,678,41,151,54,38,47,9,237,20,2066,talk_id
40,3,222,77,6,304,10,198,72,1,36,7,82,8,2067,talk_id
500,5,9,268,64,85,64,317,26,8,40,1,24,10,2068,talk_id
13,6,618,127,20,569,13,177,215,21,55,40,106,37,2069,talk_id
103,15,78,453,5,583,148,155,183,18,52,12,145,15,2070,talk_id
68,26,4,111,61,245,83,266,16,45,115,17,46,89,2071,talk_id
253,12,46,355,11,162,19,68,41,24,63,2,19,9,2072,talk_id
30,14,43,29,8,185,38,289,14,16,11,1,131,12,2073,talk_id
73,7,64,175,36,217,116,421,22,7,44,0,81,9,2074,talk_id
383,7,69,207,84,183,37,344,21,6,17,0,28,0,2075,talk_id
15,12,84,42,62,100,61,114,5,12,35,10,28,16,2076,talk_id
341,76,64,290,115,1175,109,365,40,100,479,34,359,194,2077,talk_id
188,0,122,88,41,153,71,411,62,0,24,15,40,5,2078,talk_id
377,10,220,64,19,160,7,481,67,17,28,13,166,20,2079,talk_id
171,10,128,154,23,239,7,248,8,11,59,4,93,961,2080,talk_id
39,11,13,369,13,557,323,275,182,4,66,9,35,42,2081,talk_id
317,9,3,147,16,9,64,143,44,16,81,13,3,36,2082,talk_id
255,5,199,36,24,180,8,277,8,5,42,12,20,29,2083,talk_id
19,10,92,147,13,463,51,144,41,13,46,20,187,20,2084,talk_id
116,43,228,50,7,141,21,232,22,42,50,60,101,134,2085,talk_id
30,11,164,86,5,114,3,135,25,20,17,6,49,19,2086,talk_id
21,8,13,319,221,394,96,54,62,15,45,31,50,31,2087,talk_id
27,7,28,81,3,169,58,83,30,6,48,8,60,38,2088,talk_id
14,5,59,24,8,115,3,65,8,12,32,11,75,10,2089,talk_id
889,24,110,537,43,596,36,744,95,23,56,18,515,26,2090,talk_id
189,28,13,435,11,461,50,111,22,63,158,17,66,28,2091,talk_id
178,11,37,234,26,212,66,548,12,18,71,16,122,5,2092,talk_id
168,21,262,297,240,598,96,2036,35,19,135,15,634,49,2093,talk_id
316,27,149,185,8,38,38,358,34,10,30,15,23,11,2094,talk_id
193,0,29,168,5,233,16,229,19,0,12,0,78,0,2095,talk_id
30,7,241,43,15,275,12,180,58,4,37,2,239,29,2096,talk_id
55,4,143,89,26,76,68,238,9,9,34,6,9,2,2097,talk_id
195,6,84,261,7,121,9,220,78,6,46,5,11,2,2098,talk_id
101,15,141,36,5,92,19,252,7,20,28,11,39,10,2099,talk_id
159,11,35,175,29,146,99,122,27,44,116,10,13,30,2100,talk_id
5,4,15,134,7,359,285,173,23,7,62,8,100,19,2101,talk_id
86,10,9,106,210,17,49,43,71,11,57,52,4,13,2102,talk_id
6,3,27,163,17,478,22,159,22,9,32,2,232,14,2103,talk_id
106,43,75,267,46,347,76,370,35,13,102,9,292,39,2104,talk_id
24,23,17,61,69,224,16,12,6,12,86,6,18,12,2105,talk_id
275,18,122,64,367,121,12,477,4,22,57,25,51,26,2106,talk_id
33,11,91,31,10,213,5,147,8,4,39,12,112,28,2107,talk_id
11,31,72,68,14,316,21,74,9,14,76,17,122,52,2108,talk_id
492,7,16,191,27,105,114,334,50,17,24,14,88,9,2109,talk_id
3825,25,368,2564,140,2868,217,8590,259,119,251,31,1661,130,2110,Inspiring
70,26,23,389,25,529,42,119,100,11,57,11,69,26,2111,talk_id
30,15,21,196,86,471,35,150,8,29,97,4,114,48,2112,talk_id
176,11,34,156,26,284,34,270,16,8,99,30,25,27,2113,talk_id
16,1,9,37,4,265,37,95,9,10,26,1,109,10,2114,talk_id
229,20,240,939,7731,401,1766,417,221,45,143,60,91,63,2115,Funny
184,11,82,300,34,336,116,865,22,25,78,7,326,18,2116,talk_id
138,6,154,35,31,118,20,282,6,18,41,2,92,19,2117,talk_id
129,7,210,43,6,191,25,306,16,10,37,7,193,19,2118,talk_id
256,9,36,390,10,174,212,342,32,12,44,6,40,17,2119,talk_id
138,0,67,271,16,222,13,93,60,17,50,12,18,11,2120,talk_id
102,6,6,148,9,249,86,92,26,8,41,6,55,11,2121,talk_id
82,17,16,133,23,148,46,117,19,17,41,6,34,44,2122,talk_id
145,0,89,118,4,122,186,390,4,7,72,1,27,4,2123,talk_id
258,18,7,354,7,384,18,152,45,35,54,10,38,21,2124,talk_id
130,64,348,382,22,644,128,447,39,25,31,33,353,108,2125,talk_id
215,10,11,333,9,276,21,74,87,4,9,4,17,7,2126,talk_id
30,6,117,72,9,183,29,172,49,5,23,7,38,9,2127,talk_id
31,7,14,120,13,167,94,71,34,6,49,7,16,2,2128,talk_id
175,4,242,81,33,69,37,721,33,10,61,14,127,3,2129,talk_id
331,31,69,190,129,139,66,501,14,38,89,27,63,42,2130,talk_id
275,5,58,413,32,322,17,462,90,34,29,20,67,9,2131,talk_id
172,48,60,673,36,1987,241,1209,51,55,223,4,887,126,2132,talk_id
90,4,66,17,0,105,9,152,1,6,29,0,69,5,2133,talk_id
108,1,281,30,2,124,4,379,16,8,16,2,64,6,2134,talk_id
13,35,35,36,20,135,16,62,1,22,74,18,126,81,2135,talk_id
65,11,30,345,20,186,209,205,120,5,39,7,27,41,2136,talk_id
42,2,12,246,1,241,72,115,30,11,30,4,20,0,2137,talk_id
12,13,13,87,6,318,28,150,10,13,12,8,150,20,2138,talk_id
20,18,45,52,3,248,9,84,25,24,40,47,93,81,2139,talk_id
59,12,44,448,10,444,172,218,117,6,47,4,35,1,2140,talk_id
1494,26,200,1843,1704,3599,531,2853,115,35,199,30,1754,38,2141,Informative
1121,43,573,359,234,199,88,2010,101,127,126,95,300,64,2142,talk_id
175,43,34,531,20,472,91,299,98,40,83,20,28,35,2143,talk_id
278,8,26,676,26,468,319,318,366,16,98,8,25,9,2144,talk_id
233,12,234,176,18,719,34,956,101,22,17,34,496,50,2145,talk_id
1152,26,1774,358,57,647,70,1845,77,22,120,58,485,129,2146,talk_id
30,5,32,51,3,145,9,156,7,6,94,7,134,22,2147,talk_id
18,3,48,14,6,98,3,82,5,14,42,10,66,21,2148,talk_id
278,39,374,26,48,177,16,317,24,27,77,77,233,137,2149,talk_id
540,4,44,274,8,128,7,357,113,5,16,2,74,7,2150,talk_id
164,5,28,43,47,19,43,128,9,2,78,4,19,19,2151,talk_id
36,7,12,241,33,581,146,105,18,8,42,8,123,11,2152,talk_id
61,18,209,59,8,392,81,477,20,15,30,29,250,79,2153,talk_id
14,10,31,160,29,320,100,190,21,13,66,40,106,53,2154,talk_id
373,12,1426,425,27,570,79,2273,79,18,70,27,659,24,2155,Inspiring
192,7,33,371,69,318,232,503,104,17,38,17,68,27,2156,talk_id
139,14,5,84,4,164,9,41,8,9,45,1,4,0,2157,talk_id
142,1,22,120,11,115,171,294,29,3,11,2,22,4,2158,talk_id
876,27,221,309,59,375,99,1589,96,6,52,9,415,9,2159,talk_id
656,50,497,201,96,102,102,1099,89,38,48,18,306,83,2160,talk_id
112,3,100,374,115,321,135,665,22,13,42,18,144,17,2161,talk_id
722,22,1026,1864,7445,2349,1957,4387,326,53,280,43,1770,65,2162,Funny
82,6,162,26,3,291,129,213,19,8,45,21,179,40,2163,talk_id
39,16,99,61,23,163,29,354,14,19,60,24,150,82,2164,talk_id
54,11,21,288,22,174,134,185,108,9,53,18,25,57,2165,talk_id
369,1,510,202,18,630,112,1159,83,7,17,8,695,19,2166,talk_id
20,13,34,23,20,143,23,280,1,6,72,7,63,16,2167,talk_id
87,9,18,519,623,509,94,198,158,31,56,21,62,27,2168,talk_id
54,0,95,52,26,112,25,267,10,2,29,0,45,3,2169,talk_id
148,19,9,517,20,254,155,270,343,51,66,35,18,50,2170,talk_id
1024,6,431,198,17,268,120,822,64,15,86,9,97,8,2171,talk_id
597,15,1298,424,4,1545,13,3090,9,11,35,27,3024,159,2172,Inspiring
59,13,51,189,12,299,37,199,34,24,67,17,49,156,2173,talk_id
14,11,63,76,18,391,46,291,4,16,94,7,143,8,2174,talk_id
171,12,314,683,1017,1394,343,2755,73,40,90,23,690,34,2175,Inspiring
32,9,46,46,18,149,27,171,17,11,23,22,45,14,2176,talk_id
29,17,17,215,1,364,52,220,44,36,24,22,97,50,2177,talk_id
965,14,85,584,120,324,134,873,92,6,63,16,48,15,2178,talk_id
52,16,21,554,42,410,38,153,204,23,50,18,39,43,2179,talk_id
10,12,72,65,5,245,9,33,20,28,74,13,97,38,2180,talk_id
129,18,115,363,206,539,119,682,30,58,107,5,54,4,2181,talk_id
168,9,213,108,45,220,31,859,29,20,32,21,279,25,2182,talk_id
36,14,46,264,29,359,68,292,72,14,26,11,348,49,2183,talk_id
26,4,19,186,3,324,143,222,58,2,15,6,28,8,2184,talk_id
16,11,117,208,15,190,170,565,40,9,81,16,83,18,2185,talk_id
60,3,4,66,172,156,24,31,2,4,61,8,26,9,2186,talk_id
70,3,66,79,1,132,25,167,3,23,37,12,85,29,2187,talk_id
95,18,33,266,39,902,111,539,23,12,179,14,416,25,2188,talk_id
140,19,77,68,34,42,39,197,19,11,102,14,36,9,2189,talk_id
36,5,40,299,149,416,55,172,51,6,25,16,191,29,2190,talk_id
86,6,275,67,36,370,60,331,21,4,49,8,81,0,2191,talk_id
129,4,100,366,27,394,65,407,58,12,54,4,95,7,2192,talk_id
169,7,56,179,7,253,169,308,11,12,53,9,90,18,2193,talk_id
122,14,16,360,92,153,243,111,53,3,12,2,26,7,2194,talk_id
138,24,295,54,17,135,4,259,30,6,52,22,28,90,2195,talk_id
16,30,14,29,0,166,36,57,6,23,15,5,93,38,2196,talk_id
58,1,12,419,52,465,163,178,216,5,34,6,44,8,2197,talk_id
232,3,162,61,8,98,12,268,60,15,20,0,39,4,2198,talk_id
19,4,4,70,7,94,29,61,5,12,54,7,38,12,2199,talk_id
504,22,327,120,24,49,39,788,37,37,59,11,131,66,2200,talk_id
205,33,19,152,11,7,66,56,42,38,40,23,8,37,2201,talk_id
53,1,19,270,64,170,139,293,70,2,53,10,56,20,2202,talk_id
32,28,38,311,20,495,106,122,211,8,44,3,85,5,2203,talk_id
45,20,25,334,30,498,77,148,59,18,46,8,144,9,2204,talk_id
151,1,134,54,4,65,65,182,28,10,24,28,65,22,2205,talk_id
90,6,26,172,14,213,173,193,51,2,32,1,47,13,2206,talk_id
348,3,26,854,733,1018,342,204,133,3,109,9,205,12,2207,talk_id
18,0,56,70,3,274,102,145,19,3,49,3,43,13,2208,talk_id
114,3,132,117,3,265,18,235,33,3,10,3,186,6,2209,talk_id
75,14,600,87,12,572,17,248,59,23,52,25,387,62,2210,talk_id
16,8,297,30,6,347,27,76,21,13,60,0,147,7,2211,talk_id
1468,18,1255,207,57,64,56,1641,82,47,105,25,150,44,2212,talk_id
66,46,45,693,12,602,425,291,129,25,103,2,107,44,2213,talk_id
453,0,34,237,13,109,30,327,78,5,29,7,79,12,2214,talk_id
19,4,47,50,7,117,58,154,3,10,17,6,54,4,2215,talk_id
251,14,80,164,131,79,44,208,33,14,35,4,33,5,2216,talk_id
51,8,28,38,3,87,20,130,8,20,50,13,64,13,2217,talk_id
29,0,215,60,12,209,26,215,65,4,29,23,172,28,2218,talk_id
110,8,34,56,59,29,7,128,13,8,23,0,6,2,2219,talk_id
732,9,13,644,14,109,304,499,156,30,56,35,23,27,2220,talk_id
177,15,16,391,77,288,104,322,50,34,59,14,65,24,2221,talk_id
188,7,11,277,47,201,125,168,109,7,14,0,15,5,2222,talk_id
115,29,18,314,339,615,62,83,26,12,136,17,64,62,2223,talk_id
7,8,75,61,10,479,51,109,40,9,37,9,186,29,2224,talk_id
29,32,231,79,520,126,138,110,11,19,71,86,89,59,2225,talk_id
110,2,159,136,10,310,147,585,68,2,25,5,316,23,2226,talk_id
54,2,294,72,7,198,87,527,34,5,16,4,254,23,2227,talk_id
19,2,30,323,159,133,359,230,125,6,28,4,22,7,2228,talk_id
210,8,21,198,30,41,93,270,128,4,8,3,20,2,2229,talk_id
197,20,85,208,52,360,221,786,38,33,78,18,272,38,2230,talk_id
391,3,492,109,5,47,14,612,88,11,47,4,115,11,2231,talk_id
14,5,42,53,3,199,34,78,18,0,26,5,67,23,2232,talk_id
56,15,129,136,8,268,140,477,21,26,58,5,87,17,2233,talk_id
348,24,149,1228,1696,1274,330,825,78,35,214,17,309,32,2234,talk_id
48,3,14,209,54,415,138,305,25,6,49,4,210,7,2235,talk_id
101,4,84,83,2,67,61,199,23,2,10,1,13,2,2236,talk_id
135,13,11,341,11,250,160,149,136,6,5,3,21,3,2237,talk_id
650,28,239,709,39,1600,199,1669,57,34,302,15,1080,50,2238,talk_id
80,6,11,130,117,249,18,92,23,6,37,6,26,2,2239,talk_id
474,0,218,68,11,58,15,528,20,3,36,9,101,23,2240,talk_id
52,24,181,66,6,261,99,235,22,16,25,5,142,45,2241,talk_id
152,41,234,245,30,1283,72,1170,55,53,119,146,709,298,2242,talk_id
331,6,565,138,331,153,51,751,18,16,54,3,107,10,2243,talk_id
50,1,132,52,12,118,61,315,13,3,19,3,96,7,2244,talk_id
214,8,583,138,39,239,59,956,49,10,71,20,181,15,2245,talk_id
26,11,44,270,61,310,50,314,47,9,28,4,95,18,2246,talk_id
151,1,43,147,13,193,46,350,21,5,75,10,125,12,2247,talk_id
310,9,52,440,32,680,314,757,70,13,48,7,124,9,2248,talk_id
451,3,85,330,473,111,96,416,71,4,50,4,62,2,2249,talk_id
23,3,18,172,4,284,205,233,48,14,34,4,59,18,2250,talk_id
319,0,100,96,52,39,73,282,47,5,5,4,18,1,2251,talk_id
17,4,280,132,13,232,51,165,78,0,17,2,18,2,2252,talk_id
30,9,9,214,16,300,163,123,64,20,38,11,30,15,2253,talk_id
1057,12,80,1586,106,1480,173,869,301,30,81,12,342,18,2254,talk_id
43,3,38,122,16,699,60,198,29,9,141,3,183,25,2255,talk_id
36,6,23,156,16,393,143,281,23,19,56,4,167,12,2256,talk_id
36,7,88,138,178,345,202,267,20,7,30,6,190,8,2257,talk_id
45,3,95,27,3,132,5,178,27,4,12,4,61,3,2258,talk_id
54,5,17,297,211,446,41,137,40,10,40,10,50,3,2259,talk_id
109,1,220,153,7,248,64,612,38,7,27,2,230,11,2260,talk_id
56,4,17,342,19,383,39,123,123,7,31,9,74,3,2261,talk_id
35,10,22,228,16,140,75,179,28,10,39,3,13,24,2262,talk_id
206,13,140,62,5,64,37,272,25,28,39,36,92,24,2263,talk_id
129,3,61,68,10,34,4,194,15,2,14,3,21,1,2264,talk_id
18,24,52,142,13,532,74,283,34,26,81,17,158,105,2265,talk_id
102,7,189,96,6,362,25,356,27,11,27,2,209,9,2266,talk_id
17,4,58,18,3,113,1,50,30,3,38,1,55,7,2267,talk_id
44,28,56,737,15,1329,244,589,153,6,60,10,324,23,2268,talk_id
283,2,23,357,14,187,76,137,41,23,42,5,26,14,2269,talk_id
117,5,101,48,3,156,15,219,9,9,24,6,133,20,2270,talk_id
142,4,384,202,245,490,110,827,126,3,51,17,446,20,2271,talk_id
454,20,292,334,65,424,72,866,26,39,189,6,335,64,2272,talk_id
12,16,45,145,22,150,57,201,7,7,13,3,151,19,2273,talk_id
82,7,75,218,2210,79,566,369,67,12,57,5,56,14,2274,talk_id
99,2,196,425,87,1031,391,1442,143,14,34,40,740,16,2275,talk_id
276,17,175,69,8,141,44,438,10,25,55,21,145,52,2276,talk_id
20,24,23,122,18,353,54,72,29,247,72,238,99,244,2277,talk_id
166,3,43,160,1,142,208,235,52,2,28,3,14,4,2278,talk_id
160,60,49,249,16,668,95,170,44,33,89,11,154,43,2279,talk_id
619,16,619,483,443,923,127,2249,78,19,50,23,1000,18,2280,talk_id
20,13,150,146,14,488,32,175,43,7,29,16,306,101,2281,talk_id
392,1,133,256,6,173,135,714,86,5,18,5,100,3,2282,talk_id
309,4,44,313,14,557,42,578,32,6,50,4,140,36,2283,talk_id
12,4,27,17,7,87,20,174,1,15,50,6,106,47,2284,talk_id
29,4,224,67,13,438,35,236,16,9,92,12,247,36,2285,talk_id
207,0,213,90,7,97,12,462,49,6,24,1,103,6,2286,talk_id
41,3,9,111,15,170,70,117,31,7,28,2,26,9,2287,talk_id
15,5,117,24,7,177,9,110,7,5,33,4,97,17,2288,talk_id
96,2,278,52,7,357,19,407,22,12,38,7,211,10,2289,talk_id
430,14,32,191,82,313,26,258,29,18,44,13,21,5,2290,talk_id
57,1,21,336,24,410,282,221,179,2,39,7,39,6,2291,talk_id
47,10,146,523,109,813,114,202,209,16,58,10,516,64,2292,talk_id
86,10,22,208,79,297,51,92,27,18,124,4,77,31,2293,talk_id
37,10,17,156,12,426,38,65,20,6,58,4,91,7,2294,talk_id
44,11,144,14,0,114,8,141,7,17,26,41,64,46,2295,talk_id
24,4,24,111,7,251,73,110,33,5,17,0,35,4,2296,talk_id
718,7,1093,853,78,606,217,3442,355,10,34,1,674,23,2297,Inspiring
47,20,10,26,374,24,78,51,14,3,32,12,16,19,2298,talk_id
369,24,46,255,138,514,65,583,35,18,148,11,377,38,2299,talk_id
168,1,356,38,2,100,16,289,31,7,12,1,95,7,2300,talk_id
418,13,95,281,11,182,59,652,30,18,53,6,112,27,2301,talk_id
152,1,60,112,6,174,43,184,24,2,7,1,46,5,2302,talk_id
104,5,62,144,24,312,51,667,18,14,50,12,231,15,2303,talk_id
296,12,130,117,35,57,60,229,14,5,26,13,62,23,2304,talk_id
31,8,24,221,39,339,92,182,18,9,29,1,167,10,2305,talk_id
